age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44,State-gov,89686,9th,6,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,25236,1408,46,Canada,<=50K
89,Local-gov,77516,Masters,15,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,14344,1340,46,England,>50K.
75,,350977,5th-6th,2,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,2050,1408,50,Thailand,<=50K.
55,Self-emp-inc,77516,Masters,7,Divorced,Farming-fishing,Husband,Black,Male,2407,1741,41,Cuba,>50K.
21,Private,89686,Preschool,15,Married-AF-spouse,Handlers-cleaners,Wife,White,Male,4101,1980,43,Jamaica,<=50K
77,Self-emp-not-inc,215646,HS-grad,15,Never-married,Tech-support,Not-in-family,White,Female,15024,1719,20,Poland,>50K.
86,State-gov,215646,10th,8,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,9386,1876,22,Germany,>50K
75,?,77516,HS-grad,15,Married-AF-spouse,,Not-in-family,White,Male,4386,2179,40,?,<=50K.
27,Never-worked,173449,Assoc-acdm,7,Never-married,Armed-Forces,Unmarried,White,Male,5013,1977,43,India,>50K.
18,Federal-gov,89686,7th-8th,4,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,5013,2042,48,United-States,<=50K
49,Self-emp-inc,83311,Prof-school,16,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,2407,1902,60,Canada,<=50K.
47,Without-pay,173449,HS-grad,12,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4650,1977,22,Italy,>50K.
60,Without-pay,350977,7th-8th,2,Married-spouse-absent,Armed-Forces,Unmarried,White,Male,594,1564,30,England,>50K
47,Private,173449,5th-6th,1,Widowed,Farming-fishing,Other-relative,Other,Female,5178,1741,50,Thailand,<=50K
53,Local-gov,215646,12th,3,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,14084,0,43,Mexico,>50K
22,Local-gov,215646,12th,11,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,1111,1762,50,Ecuador,>50K.
18,Local-gov,83311,9th,2,Married-AF-spouse,Machine-op-inspct,Other-relative,Black,Female,5013,1340,60,?,<=50K
87,Local-gov,350977,9th,10,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,6849,2206,16,Germany,>50K.
69,,173449,11th,4,Divorced,Armed-Forces,Wife,Other,Female,1111,1977,56,Honduras,>50K
63,Federal-gov,173449,11th,11,Separated,Handlers-cleaners,Own-child,Other,Female,2050,1977,52,India,>50K
74,Self-emp-not-inc,77516,Bachelors,4,Never-married,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,7688,1902,22,India,>50K.
79,Local-gov,350977,Doctorate,9,Married-spouse-absent,Tech-support,Husband,White,Male,4064,1573,24,?,>50K
54,?,215646,HS-grad,4,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,5178,1408,24,Poland,>50K
56,Self-emp-not-inc,350977,10th,5,Never-married,Armed-Forces,Own-child,White,Female,5013,1977,16,Puerto-Rico,>50K
66,Self-emp-not-inc,83311,5th-6th,12,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,7688,1741,56,Iran,<=50K
44,Self-emp-not-inc,215646,Assoc-voc,5,Married-AF-spouse,?,Own-child,Amer-Indian-Eskimo,Male,1111,1887,70,Iran,>50K
73,Federal-gov,173449,Prof-school,4,Married-AF-spouse,Prof-specialty,Own-child,Black,Male,15024,2042,16,Germany,<=50K
75,State-gov,83311,1st-4th,2,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,2176,2042,15,Iran,>50K.
40,Self-emp-not-inc,173449,11th,16,Married-AF-spouse,Tech-support,Own-child,Asian-Pac-Islander,Female,4101,1762,38,Honduras,>50K.
19,Self-emp-not-inc,77516,Assoc-acdm,6,Widowed,Other-service,Husband,White,Female,7688,1887,41,Italy,<=50K
85,Self-emp-inc,215646,1st-4th,14,Divorced,Priv-house-serv,Unmarried,Black,Male,6849,0,56,Cambodia,>50K
76,?,173449,5th-6th,9,Divorced,,Other-relative,Other,Female,7688,1564,45,Italy,>50K.
51,?,350977,10th,12,Never-married,Sales,Own-child,Black,Female,9386,1887,58,Honduras,>50K.
36,State-gov,173449,11th,15,Divorced,Prof-specialty,Wife,Black,Male,1409,1485,43,Thailand,>50K.
30,?,83311,12th,11,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,3464,2179,43,Philippines,<=50K
66,Self-emp-inc,89686,7th-8th,6,Widowed,Craft-repair,Other-relative,Other,Male,20051,2179,60,India,>50K.
34,Without-pay,89686,Prof-school,1,Widowed,,Other-relative,Asian-Pac-Islander,Female,4064,2042,35,Puerto-Rico,<=50K
85,Never-worked,77516,Some-college,1,Separated,?,Husband,Asian-Pac-Islander,Male,7688,1762,24,Honduras,>50K
48,Local-gov,89686,Assoc-voc,3,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,2050,1902,43,Puerto-Rico,>50K.
36,Local-gov,350977,Masters,12,Widowed,Machine-op-inspct,Own-child,Black,Female,4650,1408,22,Ecuador,<=50K
65,Self-emp-not-inc,215646,7th-8th,5,Married-AF-spouse,Armed-Forces,Husband,Other,Female,1055,1902,80,Ecuador,<=50K
30,Self-emp-not-inc,215646,12th,8,Married-AF-spouse,Farming-fishing,Wife,White,Male,4650,1762,55,Germany,<=50K
36,Federal-gov,350977,11th,6,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,0,1977,40,South,<=50K
36,,173449,1st-4th,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,4101,1887,58,Cambodia,>50K.
31,Federal-gov,77516,7th-8th,11,Separated,Craft-repair,Unmarried,Black,Male,1409,2042,24,Cambodia,<=50K.
56,?,89686,Preschool,14,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,2050,2042,44,United-States,>50K.
27,,215646,9th,6,Widowed,Transport-moving,Not-in-family,Other,Female,3411,2206,56,India,<=50K.
75,?,173449,Preschool,14,Married-civ-spouse,Sales,Other-relative,White,Male,2176,1408,24,South,<=50K.
68,Federal-gov,89686,1st-4th,6,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,2050,1408,42,Jamaica,<=50K.
69,Private,83311,Doctorate,6,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,3464,2206,15,Puerto-Rico,<=50K
70,Never-worked,77516,Preschool,9,Separated,Farming-fishing,Own-child,White,Male,7298,1887,13,Jamaica,>50K.
23,Self-emp-not-inc,83311,Doctorate,11,Married-spouse-absent,,Wife,Asian-Pac-Islander,Female,5013,1816,40,Mexico,>50K.
84,Local-gov,83311,9th,6,Never-married,Protective-serv,Wife,Other,Female,1111,1564,40,Columbia,<=50K.
23,Federal-gov,215646,Assoc-acdm,8,Married-spouse-absent,Sales,Wife,Black,Female,7688,1564,40,Puerto-Rico,<=50K.
47,,77516,12th,8,Never-married,,Other-relative,Other,Male,4386,1762,36,Thailand,<=50K
28,Local-gov,89686,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Wife,Black,Female,0,1876,25,Cuba,<=50K.
48,Federal-gov,83311,Some-college,2,Married-AF-spouse,Sales,Own-child,Black,Female,9386,1719,44,Honduras,>50K
88,Self-emp-inc,89686,Preschool,8,Married-AF-spouse,Handlers-cleaners,Husband,Other,Male,3674,1719,41,Germany,>50K
36,Local-gov,215646,Masters,14,Divorced,,Wife,Asian-Pac-Islander,Male,15024,1485,43,England,>50K.
61,?,173449,Preschool,10,Married-AF-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,1055,1719,16,Columbia,<=50K.
49,Local-gov,173449,Bachelors,3,Married-AF-spouse,Tech-support,Wife,Black,Female,1055,1816,46,Italy,<=50K.
42,Without-pay,215646,12th,6,Divorced,?,Wife,Amer-Indian-Eskimo,Male,2050,2206,46,Italy,>50K
24,Federal-gov,350977,Doctorate,9,Never-married,Armed-Forces,Unmarried,Other,Male,4101,2206,46,Germany,<=50K.
44,,350977,Bachelors,1,Separated,Protective-serv,Wife,Black,Female,2176,1573,35,Ecuador,<=50K
83,?,83311,1st-4th,6,Married-spouse-absent,Exec-managerial,Unmarried,Black,Male,1055,1980,55,South,<=50K
70,?,89686,11th,5,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,4386,1816,55,Jamaica,<=50K.
48,State-gov,173449,Assoc-acdm,8,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Male,4386,1876,30,Columbia,<=50K.
36,Self-emp-not-inc,350977,Masters,10,Divorced,Adm-clerical,Other-relative,White,Female,7688,0,60,Italy,<=50K.
67,Private,173449,Assoc-voc,9,Married-AF-spouse,Transport-moving,Wife,Black,Male,4650,1902,40,Poland,>50K
40,,83311,Bachelors,3,Divorced,Sales,Wife,White,Male,0,2206,70,South,>50K.
27,State-gov,350977,Assoc-voc,10,Married-spouse-absent,Exec-managerial,Husband,Asian-Pac-Islander,Female,1055,1876,24,Poland,>50K
56,Self-emp-inc,77516,5th-6th,8,Married-spouse-absent,,Unmarried,Black,Female,9386,1741,56,Germany,>50K.
76,Federal-gov,173449,Masters,1,Widowed,Adm-clerical,Wife,Other,Female,8614,2042,46,Ecuador,>50K.
30,Federal-gov,350977,10th,8,Married-civ-spouse,Adm-clerical,Husband,White,Female,7688,1902,60,England,>50K.
49,Federal-gov,89686,12th,12,Married-civ-spouse,Adm-clerical,Own-child,White,Male,8614,1902,13,Poland,<=50K.
28,Self-emp-not-inc,77516,Bachelors,5,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,3411,2206,56,England,<=50K.
87,State-gov,89686,7th-8th,1,Married-AF-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,4386,2206,28,Iran,>50K
34,Self-emp-not-inc,173449,Preschool,7,Separated,Armed-Forces,Unmarried,White,Female,1111,1887,70,Cambodia,>50K
87,Self-emp-inc,77516,Some-college,9,Never-married,Tech-support,Not-in-family,Other,Female,15024,1573,70,Cambodia,<=50K
83,Self-emp-inc,83311,Doctorate,8,Never-married,?,Husband,Other,Male,1055,2179,46,Canada,<=50K.
17,,89686,Masters,13,Married-civ-spouse,,Wife,White,Female,1055,1816,25,United-States,>50K
48,Without-pay,215646,9th,3,Separated,?,Own-child,White,Male,14084,1876,30,?,<=50K
58,Self-emp-inc,83311,Preschool,2,Separated,Craft-repair,Husband,Black,Male,3674,1340,16,Cuba,<=50K
50,Without-pay,350977,Assoc-voc,4,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,2050,1573,40,Canada,>50K
41,Self-emp-inc,215646,11th,7,Divorced,Prof-specialty,Husband,Other,Male,20051,1719,48,Germany,>50K
32,Self-emp-not-inc,173449,11th,15,Married-AF-spouse,Adm-clerical,Husband,Other,Male,1409,1564,40,Puerto-Rico,>50K.
44,Without-pay,77516,Assoc-voc,4,Separated,Craft-repair,Husband,Black,Female,6849,2206,80,Honduras,>50K.
74,Without-pay,77516,Doctorate,9,Divorced,,Not-in-family,Asian-Pac-Islander,Female,15024,1876,24,Cuba,>50K.
87,Local-gov,350977,Preschool,2,Never-married,Handlers-cleaners,Unmarried,White,Female,8614,1564,41,?,<=50K.
67,Self-emp-not-inc,350977,Preschool,16,Married-AF-spouse,Exec-managerial,Unmarried,Other,Female,7688,1719,70,Cambodia,<=50K.
75,Federal-gov,350977,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Female,2597,1977,45,Iran,>50K.
56,Never-worked,215646,10th,7,Married-spouse-absent,,Husband,Black,Male,4650,1408,32,Poland,<=50K
71,Without-pay,215646,5th-6th,5,Never-married,Transport-moving,Own-child,Black,Female,594,1887,46,South,>50K
35,Private,89686,Assoc-voc,14,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,4064,1762,42,Honduras,<=50K
54,?,89686,7th-8th,4,Never-married,Tech-support,Other-relative,Other,Female,4386,1340,55,Germany,>50K.
38,State-gov,173449,Assoc-voc,14,Never-married,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,4650,1902,50,England,>50K.
78,Without-pay,350977,Assoc-acdm,10,Widowed,Craft-repair,Not-in-family,White,Male,5013,1485,44,Philippines,>50K
78,Private,83311,Masters,8,Married-civ-spouse,Other-service,Husband,White,Female,1409,1980,52,Germany,>50K
81,Local-gov,350977,12th,8,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,15024,1340,45,Honduras,<=50K
18,Private,77516,5th-6th,4,Married-spouse-absent,Farming-fishing,Husband,Other,Female,2174,1340,46,Canada,<=50K.
75,,173449,7th-8th,13,Separated,Prof-specialty,Unmarried,Black,Female,4101,0,25,Germany,<=50K.
45,Never-worked,215646,5th-6th,7,Divorced,Handlers-cleaners,Own-child,Black,Male,8614,1876,30,Italy,>50K
64,?,89686,Bachelors,16,Married-AF-spouse,Craft-repair,Other-relative,White,Male,7298,1719,30,South,>50K
70,Private,173449,10th,7,Separated,Other-service,Unmarried,Black,Female,20051,0,44,Canada,<=50K
36,Without-pay,77516,5th-6th,9,Separated,Transport-moving,Not-in-family,Black,Male,3464,1485,48,Columbia,<=50K.
85,Self-emp-inc,215646,Preschool,9,Separated,Other-service,Unmarried,Black,Female,25236,1980,24,England,>50K.
79,?,215646,Prof-school,1,Widowed,Armed-Forces,Own-child,White,Male,34095,1485,56,Poland,<=50K.
77,Local-gov,77516,Prof-school,3,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,5178,1980,25,Cuba,<=50K
59,Self-emp-not-inc,89686,Assoc-acdm,8,Divorced,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,1055,1887,40,Italy,>50K
57,Private,77516,11th,10,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,14084,1719,22,Ecuador,<=50K
59,State-gov,89686,11th,12,Married-spouse-absent,Exec-managerial,Unmarried,Black,Male,2050,1902,24,United-States,<=50K.
72,,350977,Masters,4,Never-married,Sales,Husband,Other,Female,4386,1977,55,Mexico,<=50K
77,Self-emp-inc,83311,10th,12,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Male,9386,1485,36,Jamaica,>50K
71,Local-gov,77516,Some-college,5,Married-spouse-absent,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,9386,0,56,Cambodia,>50K.
38,Self-emp-not-inc,350977,5th-6th,9,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,2176,1741,40,United-States,<=50K
52,Never-worked,89686,9th,15,Separated,?,Wife,Asian-Pac-Islander,Female,3674,1876,46,India,<=50K.
90,Federal-gov,173449,1st-4th,4,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Female,4386,1876,70,South,<=50K.
87,Private,77516,7th-8th,3,Separated,Handlers-cleaners,Not-in-family,Other,Male,2050,1816,20,United-States,<=50K.
42,,215646,11th,7,Never-married,Sales,Wife,Other,Female,34095,1816,15,Germany,<=50K
65,,77516,Prof-school,5,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Male,2176,1977,50,?,<=50K.
17,Federal-gov,173449,HS-grad,7,Widowed,Farming-fishing,Husband,White,Male,2176,2042,45,Poland,>50K
47,State-gov,173449,11th,6,Separated,Adm-clerical,Wife,Black,Female,1055,2206,32,Cambodia,>50K.
42,Without-pay,77516,Assoc-voc,16,Never-married,?,Own-child,Asian-Pac-Islander,Male,9386,1408,35,England,>50K
87,Self-emp-inc,83311,1st-4th,16,Married-civ-spouse,Adm-clerical,Husband,Other,Male,2050,0,24,United-States,>50K.
67,Federal-gov,89686,Masters,9,Married-civ-spouse,Transport-moving,Other-relative,Asian-Pac-Islander,Female,3411,1876,46,Cambodia,<=50K
30,Self-emp-inc,83311,10th,3,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,3464,1977,43,Cambodia,>50K
51,Local-gov,215646,Masters,6,Separated,Machine-op-inspct,Wife,Black,Female,0,2179,36,Iran,>50K
90,?,173449,Prof-school,15,Widowed,Prof-specialty,Unmarried,Other,Female,6849,1741,80,England,>50K.
70,Local-gov,350977,11th,14,Never-married,Other-service,Other-relative,White,Male,5178,2042,22,Honduras,>50K
37,Local-gov,77516,Masters,16,Married-spouse-absent,Protective-serv,Own-child,White,Female,2050,2179,46,Mexico,<=50K
38,Local-gov,350977,Bachelors,5,Married-AF-spouse,Exec-managerial,Other-relative,Other,Female,2176,1980,15,Poland,>50K.
88,,173449,Preschool,9,Married-spouse-absent,Handlers-cleaners,Husband,Black,Male,14344,2042,44,Canada,<=50K
81,,215646,Doctorate,10,Married-spouse-absent,Tech-support,Own-child,Amer-Indian-Eskimo,Female,4064,1902,43,?,>50K.
25,Self-emp-not-inc,215646,Assoc-acdm,2,Married-civ-spouse,Tech-support,Own-child,Black,Female,4386,1902,16,Ecuador,<=50K.
65,Private,215646,11th,13,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,1111,1902,32,Thailand,<=50K
64,Self-emp-inc,89686,Some-college,10,Married-civ-spouse,?,Own-child,White,Female,3464,1902,13,England,>50K
78,State-gov,83311,10th,9,Married-civ-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,594,1980,25,Germany,<=50K.
86,Never-worked,89686,5th-6th,1,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,4101,1762,22,Canada,>50K
81,Without-pay,83311,7th-8th,8,Married-AF-spouse,?,Husband,Other,Male,3411,2206,40,Puerto-Rico,<=50K.
58,Without-pay,83311,5th-6th,3,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,2050,1564,15,Germany,<=50K.
55,,89686,10th,13,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,1409,0,36,Iran,>50K
52,Without-pay,350977,7th-8th,10,Married-spouse-absent,Adm-clerical,Wife,White,Male,8614,1762,22,Iran,>50K
76,,350977,12th,1,Divorced,Handlers-cleaners,Other-relative,Black,Male,4650,1408,20,United-States,>50K.
71,,215646,7th-8th,13,Married-civ-spouse,Transport-moving,Husband,White,Female,4650,1719,52,Italy,>50K.
25,Self-emp-not-inc,83311,7th-8th,16,Married-civ-spouse,?,Wife,Black,Male,6849,2042,50,Puerto-Rico,<=50K.
28,?,350977,1st-4th,1,Separated,Protective-serv,Other-relative,White,Female,6849,2042,36,South,>50K.
71,Self-emp-not-inc,83311,Masters,12,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,4650,1980,16,Iran,<=50K.
17,Federal-gov,89686,5th-6th,4,Never-married,Sales,Wife,Amer-Indian-Eskimo,Female,5013,1564,40,Germany,>50K.
40,Federal-gov,77516,Preschool,5,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,3464,1408,41,Germany,>50K.
31,Never-worked,83311,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,4064,1977,55,Columbia,>50K.
63,Self-emp-not-inc,89686,Prof-school,14,Divorced,,Own-child,Other,Female,4101,1816,45,United-States,<=50K.
43,State-gov,83311,Masters,1,Never-married,Sales,Own-child,White,Female,3674,1573,43,South,>50K
57,Never-worked,77516,Assoc-voc,16,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,9386,1762,16,Canada,<=50K
55,Local-gov,173449,12th,11,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Female,14344,1977,25,England,<=50K.
70,Self-emp-inc,83311,7th-8th,1,Married-civ-spouse,Sales,Husband,Other,Female,7688,1408,20,Canada,<=50K
71,Private,83311,Preschool,3,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,7688,1977,58,Poland,<=50K.
77,State-gov,89686,1st-4th,5,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,1887,22,Iran,>50K.
42,Without-pay,83311,7th-8th,8,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,3464,1741,30,Philippines,>50K.
63,Private,173449,Some-college,11,Widowed,Prof-specialty,Not-in-family,White,Male,7298,2179,28,Poland,<=50K
74,Self-emp-inc,77516,Bachelors,16,Widowed,Machine-op-inspct,Wife,Other,Female,3674,0,35,Ecuador,>50K.
78,Without-pay,215646,7th-8th,1,Married-AF-spouse,?,Husband,Other,Female,4064,1719,70,?,<=50K.
54,,77516,9th,11,Separated,Protective-serv,Wife,Asian-Pac-Islander,Female,3411,1902,22,Mexico,<=50K
35,Never-worked,215646,Preschool,10,Separated,Armed-Forces,Husband,Black,Female,2176,0,41,Cambodia,>50K
90,Private,89686,Some-college,4,Married-AF-spouse,Prof-specialty,Not-in-family,Other,Male,4386,1719,50,India,>50K
62,,83311,HS-grad,5,Widowed,Prof-specialty,Wife,Black,Female,2597,2042,16,Columbia,>50K.
47,Private,83311,7th-8th,4,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,3674,2206,15,Germany,<=50K.
36,Self-emp-inc,215646,Prof-school,16,Widowed,,Not-in-family,Amer-Indian-Eskimo,Male,1055,2206,38,Cuba,<=50K.
46,Never-worked,89686,Doctorate,1,Widowed,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Female,14344,1485,56,Poland,>50K.
77,Self-emp-inc,173449,12th,15,Separated,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,0,1485,20,Germany,>50K
29,,215646,Assoc-voc,14,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Male,2174,1741,40,?,>50K
43,State-gov,215646,1st-4th,14,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Female,594,2179,46,Mexico,<=50K.
62,,89686,11th,11,Married-AF-spouse,,Unmarried,Asian-Pac-Islander,Male,2176,1741,15,India,<=50K
74,Local-gov,215646,Preschool,8,Married-civ-spouse,Prof-specialty,Husband,Black,Female,4386,1408,45,Jamaica,<=50K.
80,State-gov,89686,7th-8th,7,Married-civ-spouse,?,Other-relative,Amer-Indian-Eskimo,Female,25236,1887,50,Philippines,>50K
46,?,89686,Preschool,10,Never-married,?,Other-relative,Asian-Pac-Islander,Male,14344,1977,30,Puerto-Rico,>50K.
49,Federal-gov,89686,Assoc-acdm,9,Married-AF-spouse,,Unmarried,Black,Male,5178,1762,38,Cambodia,>50K
75,Private,89686,9th,15,Married-civ-spouse,Sales,Not-in-family,Amer-Indian-Eskimo,Male,7688,2042,56,Canada,<=50K
42,,83311,1st-4th,5,Married-AF-spouse,?,Not-in-family,Amer-Indian-Eskimo,Male,15024,2206,43,Germany,<=50K
44,Never-worked,83311,Doctorate,6,Married-AF-spouse,Protective-serv,Unmarried,Other,Male,25236,1762,32,Puerto-Rico,>50K
73,Private,215646,5th-6th,9,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,34095,1573,28,Puerto-Rico,>50K
40,Without-pay,77516,10th,9,Married-civ-spouse,Tech-support,Unmarried,White,Male,4101,1902,22,Germany,>50K.
65,Self-emp-not-inc,350977,10th,3,Married-AF-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,14344,2042,28,Cambodia,>50K
20,Never-worked,350977,9th,6,Married-civ-spouse,?,Own-child,Asian-Pac-Islander,Male,34095,1980,22,Thailand,>50K
70,Never-worked,77516,12th,16,Separated,Prof-specialty,Wife,Other,Male,15024,1816,52,India,>50K
65,Self-emp-not-inc,173449,12th,1,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,5178,0,20,England,>50K
64,Local-gov,215646,5th-6th,4,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,2407,1977,80,Germany,>50K.
59,,215646,Assoc-acdm,14,Married-AF-spouse,Other-service,Wife,Black,Male,4650,2206,48,Columbia,<=50K
47,?,215646,Bachelors,7,Separated,Adm-clerical,Husband,Black,Male,25236,1408,35,Canada,>50K
